distance_m,num_walls,num_users,interference_level,frequency_band,signal_strength_dbm,throughput_mbps,latency_ms
44.99,5.0,6,low,2.4GHz,-79.84,15.58,16.33
41.61,5.0,9,low,5GHz,-93.42,11.02,26.64
5.74,4.0,33,low,2.4GHz,-51.69,28.78,37.76
29.22,1.0,21,medium,2.4GHz,-67.09,18.1,23.22
11.56,3.0,34,medium,2.4GHz,-61.87,18.17,52.61
11.15,3.0,3,low,5GHz,-65.58,175.67,3.59
30.96,5.0,38,medium,5GHz,-95.0,4.81,95.16
6.63,5.0,2,high,2.4GHz,-66.48,50.06,22.36
23.75,6.0,10,low,5GHz,-90.43,5.82,21.88
13.16,4.0,37,medium,2.4GHz,-68.95,11.95,68.42
42.77,6.0,18,low,5GHz,-95.0,2.07,34.11
27.95,5.0,11,low,2.4GHz,-76.42,15.69,18.01
11.15,1.0,45,medium,2.4GHz,-53.24,16.15,184.89
46.36,4.0,31,low,2.4GHz,-81.46,7.16,48.8
41.23,0.0,15,medium,2.4GHz,-65.0,19.82,16.39
13.63,5.0,37,medium,2.4GHz,-73.91,12.57,75.08
48.07,1.0,7,low,2.4GHz,-69.56,30.98,11.15
13.75,2.0,25,low,2.4GHz,-57.97,28.66,22.1
14.99,4.0,10,high,2.4GHz,-70.66,14.74,30.58
19.61,2.0,33,high,2.4GHz,-64.85,9.71,60.71
8.66,4.0,14,low,5GHz,-70.72,62.74,18.1
34.51,3.0,13,high,2.4GHz,-75.57,8.37,35.59
28.09,4.0,13,high,5GHz,-87.9,12.6,40.42
44.78,4.0,41,low,2.4GHz,-80.04,7.89,103.44
12.42,1.0,44,low,5GHz,-60.82,56.68,146.46
8.93,4.0,11,low,5GHz,-70.07,73.5,13.79
18.25,6.0,8,low,5GHz,-88.03,21.16,21.32
7.73,3.0,30,low,5GHz,-59.4,70.82,34.08
47.33,4.0,33,low,5GHz,-94.03,0.5,59.19
36.01,4.0,42,medium,5GHz,-90.89,4.63,127.86
39.91,0.0,42,low,5GHz,-66.75,46.66,112.04
37.53,1.0,40,low,2.4GHz,-63.99,16.23,85.13
12.52,3.0,3,high,2.4GHz,-64.05,43.91,18.26
7.46,2.0,3,medium,2.4GHz,-50.11,79.58,8.97
21.76,4.0,10,medium,5GHz,-82.6,26.62,29.54
41.54,6.0,19,low,2.4GHz,-84.77,5.05,29.79
16.86,5.0,37,medium,5GHz,-85.62,14.27,80.57
0.97,1.0,43,low,2.4GHz,-22.71,41.26,128.25
33.17,2.0,36,low,5GHz,-75.29,30.89,63.26
10.4,1.0,43,medium,2.4GHz,-56.19,22.97,131.6
27.37,0.0,19,low,5GHz,-64.16,74.14,16.69
1.24,5.0,32,medium,5GHz,-49.13,73.46,41.1
25.69,4.0,7,medium,5GHz,-84.74,27.65,23.02
19.98,1.0,6,low,5GHz,-62.22,145.94,9.93
44.08,4.0,42,low,5GHz,-95.0,2.54,126.53
36.23,3.0,21,low,2.4GHz,-70.15,23.54,23.62
2.28,6.0,37,high,2.4GHz,-55.78,17.41,73.38
39.58,4.0,49,high,5GHz,-95.0,7.31,500.0
39.67,1.0,29,low,2.4GHz,-67.99,19.24,37.53
33.34,3.0,6,low,2.4GHz,-74.83,33.26,17.98
46.5,1.0,33,low,2.4GHz,-67.83,15.42,43.36
40.26,6.0,41,medium,2.4GHz,-87.49,3.1,114.22
11.34,3.0,14,low,5GHz,-68.22,69.23,16.19
19.39,6.0,21,high,2.4GHz,-76.62,10.65,43.3
17.82,3.0,32,low,5GHz,-72.38,39.43,47.24
25.49,3.0,38,low,2.4GHz,-66.42,18.55,69.23
47.71,1.0,10,low,2.4GHz,-69.27,29.86,10.79
30.97,6.0,3,low,5GHz,-95.0,10.06,26.04
15.99,4.0,32,low,5GHz,-77.65,30.19,48.7
47.11,2.0,1,low,2.4GHz,-70.23,87.94,10.35
35.16,5.0,23,high,5GHz,-95.0,3.36,55.45
13.67,1.0,16,medium,5GHz,-60.98,77.24,17.73
45.37,0.0,22,medium,2.4GHz,-68.83,14.12,30.68
17.54,4.0,44,low,5GHz,-76.05,29.65,154.09
26.05,5.0,47,low,2.4GHz,-75.46,6.71,326.57
24.22,4.0,34,high,2.4GHz,-80.37,4.3,73.34
46.22,4.0,19,low,2.4GHz,-73.97,16.14,24.86
13.65,1.0,31,medium,2.4GHz,-55.78,18.52,39.34
17.0,1.0,7,high,2.4GHz,-61.91,25.94,22.08
33.18,2.0,50,medium,5GHz,-82.75,9.75,500.0
44.39,1.0,44,low,2.4GHz,-66.32,16.87,155.54
6.19,1.0,18,low,5GHz,-50.58,116.04,14.64
10.89,0.0,2,low,5GHz,-46.56,378.37,4.67
47.43,1.0,43,low,5GHz,-80.59,22.78,138.82
38.98,3.0,2,medium,5GHz,-85.11,44.38,21.68
17.63,2.0,6,high,5GHz,-70.22,69.79,25.94
18.2,3.0,1,medium,2.4GHz,-66.41,85.21,14.16
23.74,6.0,9,low,5GHz,-93.74,4.36,25.44
33.85,0.0,46,low,2.4GHz,-60.66,26.55,231.81
28.27,5.0,24,low,5GHz,-94.45,0.5,38.26
38.92,0.0,9,high,5GHz,-74.37,43.21,28.91
3.18,3.0,48,low,5GHz,-48.99,71.02,480.26
41.04,0.0,21,medium,2.4GHz,-64.21,16.9,23.82
3.37,3.0,36,high,2.4GHz,-48.38,19.24,72.73
44.11,6.0,28,high,5GHz,-95.0,6.64,62.77
2.64,0.0,6,low,2.4GHz,-29.82,107.04,8.09
6.83,3.0,36,high,5GHz,-64.16,29.92,73.46
9.42,3.0,48,low,5GHz,-68.75,34.52,484.97
11.54,3.0,49,medium,5GHz,-72.96,24.14,500.0
20.39,4.0,39,low,2.4GHz,-67.47,12.66,76.49
32.95,2.0,34,low,2.4GHz,-67.96,20.43,51.64
44.68,5.0,37,medium,2.4GHz,-82.17,6.8,78.2
26.46,1.0,49,low,5GHz,-64.1,44.43,500.0
26.86,2.0,28,high,5GHz,-76.56,20.58,51.8
16.31,3.0,46,low,2.4GHz,-64.21,13.54,235.52
40.13,6.0,20,low,2.4GHz,-85.12,4.32,31.38
5.97,3.0,16,medium,5GHz,-60.91,72.92,15.48
15.4,5.0,6,medium,5GHz,-83.72,31.24,22.0
5.3,0.0,24,low,5GHz,-37.72,130.84,20.91
11.1,0.0,31,medium,5GHz,-56.25,63.8,40.45
29.54,3.0,21,low,2.4GHz,-69.91,22.06,21.42
6.74,6.0,7,low,2.4GHz,-61.47,45.79,7.02
5.48,1.0,23,low,5GHz,-43.55,112.58,18.62
41.38,1.0,30,low,2.4GHz,-64.58,25.2,38.06
6.36,1.0,6,low,2.4GHz,-48.58,73.18,4.61
30.6,6.0,27,medium,2.4GHz,-86.96,0.5,47.48
17.92,0.0,20,low,2.4GHz,-52.84,35.18,17.88
44.87,4.0,30,low,5GHz,-88.34,11.64,50.29
35.52,2.0,1,low,5GHz,-77.04,161.94,14.76
3.44,2.0,42,medium,2.4GHz,-43.9,25.73,111.99
44.83,4.0,20,medium,5GHz,-95.0,2.29,38.25
20.99,3.0,21,medium,2.4GHz,-69.97,20.88,25.56
15.26,0.0,6,medium,5GHz,-59.09,140.05,11.46
33.8,3.0,22,low,5GHz,-82.91,23.64,35.29
36.04,0.0,20,low,2.4GHz,-63.27,30.75,17.47
15.51,5.0,3,medium,5GHz,-83.78,38.99,24.44
17.91,6.0,29,low,5GHz,-87.52,9.09,42.4
8.24,5.0,15,medium,2.4GHz,-65.17,20.87,19.51
29.88,2.0,18,medium,2.4GHz,-70.25,19.08,22.07
47.87,2.0,5,low,5GHz,-82.91,47.18,16.92
21.12,4.0,33,high,5GHz,-83.23,10.05,66.88
49.81,5.0,8,high,5GHz,-95.0,2.58,43.67
9.23,5.0,30,low,2.4GHz,-63.22,21.28,38.57
39.91,3.0,22,medium,5GHz,-89.36,5.29,36.33
46.44,5.0,38,high,2.4GHz,-91.7,0.5,97.5
34.56,2.0,21,medium,5GHz,-80.46,25.9,38.33
5.91,5.0,33,high,5GHz,-74.42,20.47,67.61
16.66,,47,low,2.4GHz,-58.3,19.07,317.42
4.74,3.0,13,high,2.4GHz,-56.13,28.23,24.1
30.29,5.0,6,medium,5GHz,-95.0,1.96,27.55
49.91,1.0,31,low,5GHz,-77.37,34.18,45.04
19.05,4.0,8,low,5GHz,-80.32,45.75,16.16
8.57,1.0,11,medium,2.4GHz,-48.19,43.85,15.18
13.8,3.0,38,low,5GHz,-68.21,47.23,69.97
28.75,2.0,35,low,5GHz,-74.79,36.99,58.13
28.66,4.0,2,low,5GHz,-88.21,29.63,24.11
11.88,5.0,30,low,5GHz,-81.29,11.13,43.83
37.66,6.0,33,low,5GHz,-95.0,1.97,60.95
4.86,2.0,17,medium,2.4GHz,-43.39,41.26,20.19
31.34,1.0,38,medium,5GHz,-73.23,29.56,80.24
21.57,6.0,37,low,5GHz,-95.0,7.02,79.27
6.8,2.0,32,medium,5GHz,-55.67,64.72,39.69
31.9,4.0,13,low,2.4GHz,-72.27,20.51,21.56
33.82,2.0,15,high,2.4GHz,-73.03,14.95,35.58
22.28,5.0,28,high,5GHz,-93.16,7.06,62.36
40.0,0.0,6,high,2.4GHz,-70.19,17.42,29.41
25.71,0.0,21,low,5GHz,-63.95,74.13,21.98
14.64,2.0,50,high,2.4GHz,-62.99,9.7,500.0
47.7,2.0,33,medium,5GHz,-85.92,13.43,65.45
47.23,5.0,43,low,2.4GHz,-82.03,3.17,137.8
5.23,3.0,17,high,2.4GHz,-56.93,19.74,23.96
47.33,1.0,37,low,2.4GHz,-66.85,18.7,64.3
38.89,0.0,37,medium,2.4GHz,-66.14,17.8,66.33
5.78,5.0,10,low,2.4GHz,,47.42,8.7
26.21,3.0,12,low,5GHz,-77.99,39.35,17.61
2.23,6.0,22,medium,5GHz,-61.17,65.85,24.71
29.65,2.0,32,medium,5GHz,-75.97,29.02,51.71
46.69,1.0,36,medium,5GHz,-78.13,16.66,70.52
18.73,1.0,49,low,5GHz,-63.11,42.72,500.0
25.68,2.0,6,high,2.4GHz,-72.68,20.69,26.51
11.76,0.0,33,low,2.4GHz,-49.41,30.89,38.17
27.28,0.0,48,low,5GHz,-60.06,54.34,484.06
40.23,5.0,9,low,5GHz,-95.0,3.62,28.26
11.16,4.0,48,low,5GHz,-74.01,27.15,491.53
27.9,3.0,43,medium,5GHz,-80.63,21.44,140.63
18.05,3.0,8,low,2.4GHz,-64.06,38.18,9.88
37.52,3.0,11,low,2.4GHz,-76.81,17.93,17.1
35.25,4.0,10,low,2.4GHz,-77.49,14.05,17.1
35.09,2.0,5,low,5GHz,-79.84,61.51,12.08
19.2,5.0,19,medium,2.4GHz,-76.62,11.4,29.77
30.16,0.0,23,high,2.4GHz,-66.65,15.32,39.03
32.73,5.0,23,high,2.4GHz,-82.54,9.25,48.42
34.2,5.0,42,high,5GHz,-95.0,1.41,146.54
28.98,3.0,23,medium,2.4GHz,-75.05,19.1,31.06
43.41,2.0,10,high,5GHz,-84.33,21.56,39.2
12.82,6.0,35,low,5GHz,-85.7,11.76,64.04
3.26,5.0,33,low,5GHz,-59.23,64.37,40.56
48.14,6.0,24,high,5GHz,-95.0,0.5,58.05
3.51,0.0,33,medium,2.4GHz,-29.67,36.42,46.07
45.2,4.0,10,low,2.4GHz,-79.0,10.99,20.04
30.81,0.0,39,low,2.4GHz,-61.87,22.27,73.82
45.98,0.0,14,low,2.4GHz,-64.4,31.47,13.68
28.47,0.0,3,low,2.4GHz,-59.92,74.74,2.3
41.14,5.0,21,medium,5GHz,-95.0,5.31,43.31
36.2,5.0,13,low,5GHz,-95.0,3.93,32.93
26.49,6.0,26,low,2.4GHz,-77.01,9.91,33.29
18.48,4.0,24,low,5GHz,-77.02,35.62,31.23
0.64,3.0,47,medium,2.4GHz,-28.89,31.07,319.68
12.92,1.0,21,medium,2.4GHz,-54.48,31.69,18.87
47.61,4.0,5,low,5GHz,,14.83,22.06
14.14,6.0,26,low,2.4GHz,-69.97,23.58,30.19
37.72,2.0,41,low,5GHz,-81.21,19.09,107.97
25.67,4.0,14,medium,5GHz,-85.66,13.27,31.0
15.77,3.0,16,low,5GHz,-73.92,50.77,20.16
49.56,3.0,10,medium,5GHz,-91.17,9.32,31.51
2.83,5.0,37,low,2.4GHz,-49.49,28.27,56.34
29.31,2.0,9,high,2.4GHz,-73.25,18.15,35.72
23.35,6.0,13,medium,2.4GHz,-80.32,14.08,22.71
4.29,6.0,5,medium,5GHz,-70.92,90.63,18.8
11.1,0.0,20,low,5GHz,-49.84,113.94,13.79
34.86,3.0,44,low,5GHz,-83.79,13.78,162.83
5.86,0.0,23,low,5GHz,-41.22,,21.94
40.15,2.0,6,low,5GHz,-78.89,52.23,19.91
31.44,2.0,38,low,5GHz,-74.77,35.89,74.49
5.49,4.0,18,medium,5GHz,-66.98,62.12,21.34
14.7,2.0,9,high,2.4GHz,-64.47,21.02,22.6
7.29,2.0,1,low,5GHz,-55.57,420.94,2.17
39.98,5.0,18,high,5GHz,-95.0,1.48,47.05
26.88,5.0,8,low,2.4GHz,-77.66,18.79,19.78
0.64,0.0,27,low,5GHz,,163.21,23.55
27.37,2.0,22,low,5GHz,-74.99,38.84,24.08
24.4,5.0,33,low,2.4GHz,-77.0,14.04,50.0
32.33,0.0,14,medium,5GHz,-66.89,65.37,23.52
2.22,3.0,4,low,2.4GHz,-41.03,102.73,2.76
2.25,3.0,6,low,2.4GHz,-38.03,92.44,6.45
17.79,4.0,5,medium,5GHz,-83.02,35.59,23.77
34.58,4.0,14,low,2.4GHz,-75.74,13.7,17.65
33.49,3.0,36,low,5GHz,-81.78,13.42,66.54
14.27,2.0,28,medium,2.4GHz,-60.59,22.17,33.94
11.2,5.0,19,low,2.4GHz,-68.64,16.98,21.01
34.31,2.0,12,medium,5GHz,-82.18,26.74,28.14
1.84,3.0,9,medium,5GHz,-43.41,169.58,10.65
28.06,2.0,8,medium,2.4GHz,-66.0,33.5,14.83
21.49,2.0,14,low,2.4GHz,-65.47,28.65,13.77
12.33,4.0,25,high,2.4GHz,-73.57,13.52,50.32
26.25,4.0,30,low,2.4GHz,-71.49,18.26,36.94
11.25,6.0,48,medium,5GHz,-84.89,,500.0
28.43,,48,medium,5GHz,-80.77,12.99,499.62
7.87,5.0,14,high,2.4GHz,-66.31,14.85,27.31
20.58,2.0,37,medium,2.4GHz,-63.48,11.5,68.43
25.77,6.0,7,medium,2.4GHz,-77.6,20.17,19.47
2.07,6.0,40,high,2.4GHz,-56.2,18.32,97.89
30.73,4.0,47,low,5GHz,-84.27,4.85,327.3
37.64,5.0,31,medium,5GHz,-93.65,6.43,56.6
47.83,4.0,27,medium,2.4GHz,-81.54,7.65,43.44
10.55,1.0,19,low,2.4GHz,-51.55,35.66,13.96
10.83,6.0,45,low,2.4GHz,-70.1,15.91,188.66
15.59,5.0,49,medium,2.4GHz,-74.76,9.06,500.0
44.59,2.0,36,low,2.4GHz,-77.65,10.88,67.96
20.64,1.0,5,high,2.4GHz,-62.12,31.85,20.06
15.44,4.0,44,medium,2.4GHz,-69.41,8.49,155.6
37.19,3.0,41,medium,2.4GHz,-75.63,8.24,105.2
2.38,5.0,18,low,2.4GHz,-49.65,40.05,13.16
27.67,1.0,13,high,2.4GHz,-68.15,16.24,27.18
22.78,3.0,39,high,5GHz,-80.16,17.46,100.3
31.43,0.0,31,medium,5GHz,-68.6,41.74,41.63
36.69,4.0,38,low,5GHz,-85.29,10.01,78.0
16.59,2.0,50,medium,2.4GHz,-62.77,14.37,500.0
32.0,1.0,19,low,2.4GHz,-63.92,31.53,16.47
26.45,3.0,43,low,2.4GHz,-66.89,13.13,128.47
7.13,,24,low,2.4GHz,-51.79,29.5,21.13
44.15,2.0,43,low,2.4GHz,-69.62,12.84,132.65
37.85,6.0,13,high,5GHz,-95.0,0.76,44.01
46.12,0.0,42,medium,2.4GHz,-65.59,14.67,116.98
36.16,2.0,36,medium,5GHz,-79.95,18.2,70.21
12.62,1.0,23,medium,2.4GHz,-53.86,28.88,22.07
21.81,6.0,46,low,2.4GHz,-78.78,6.24,244.31
19.65,1.0,20,high,5GHz,-68.9,36.4,35.01
2.27,1.0,38,medium,5GHz,-31.87,99.03,66.09
20.82,4.0,26,low,5GHz,-81.98,17.16,34.73
17.61,1.0,8,medium,2.4GHz,-58.03,43.8,9.53
0.69,,15,medium,2.4GHz,-22.75,71.91,15.67
42.43,1.0,41,medium,5GHz,-78.71,18.29,110.67
7.62,3.0,24,low,2.4GHz,-55.33,34.81,19.28
25.3,5.0,43,medium,2.4GHz,-74.37,12.53,138.8
39.34,3.0,7,low,5GHz,-83.7,34.92,21.48
30.42,6.0,39,medium,2.4GHz,-83.96,0.5,90.79
8.88,1.0,45,medium,2.4GHz,-52.03,16.52,187.9
31.1,5.0,50,medium,2.4GHz,-80.68,1.42,500.0
38.0,5.0,37,medium,5GHz,-95.0,0.5,84.15
42.81,0.0,24,high,5GHz,-76.34,19.53,46.35
16.27,4.0,4,low,5GHz,-76.74,79.12,14.33
2.18,6.0,11,low,2.4GHz,-47.98,53.36,8.4
30.59,4.0,33,medium,2.4GHz,-76.7,13.44,54.17
11.68,1.0,45,medium,2.4GHz,-57.35,14.09,187.63
39.15,3.0,38,medium,5GHz,-86.35,7.46,86.18
34.15,6.0,31,high,5GHz,-95.0,0.79,68.16
38.77,2.0,44,low,5GHz,-81.72,14.73,161.09
48.39,3.0,16,medium,5GHz,-88.39,9.08,33.35
29.44,4.0,17,low,2.4GHz,-78.38,14.45,25.04
45.26,5.0,5,medium,2.4GHz,-84.28,8.95,29.01
32.27,6.0,32,low,5GHz,-95.0,0.5,57.65
9.5,4.0,10,low,2.4GHz,-56.08,46.98,9.14
40.07,3.0,14,high,2.4GHz,-82.54,7.79,39.69
34.84,2.0,5,medium,2.4GHz,-71.77,30.59,17.58
48.91,4.0,43,medium,2.4GHz,-83.63,2.09,141.88
12.55,0.0,11,medium,2.4GHz,-51.07,38.28,10.93
16.99,3.0,44,low,2.4GHz,-65.69,11.18,152.04
41.16,2.0,12,low,2.4GHz,-66.15,26.62,11.8
3.61,6.0,4,low,5GHz,-69.79,126.75,8.05
31.84,5.0,49,medium,5GHz,-94.8,3.7,500.0
27.01,1.0,15,medium,2.4GHz,-63.3,25.71,19.96
8.86,4.0,37,low,5GHz,-68.23,43.37,59.98
8.67,3.0,6,low,2.4GHz,-56.3,56.64,7.06
40.6,5.0,10,high,2.4GHz,-89.67,0.5,42.18
1.26,3.0,20,low,5GHz,-37.29,145.32,17.31
37.47,4.0,38,low,5GHz,-92.49,4.14,82.08
36.77,5.0,1,low,2.4GHz,-79.94,45.2,15.61
32.66,5.0,32,low,5GHz,-92.33,2.87,56.97
20.77,5.0,40,medium,2.4GHz,-76.51,7.04,94.0
1.9,2.0,6,low,2.4GHz,-35.44,95.94,7.35
40.19,5.0,22,medium,2.4GHz,-85.48,4.74,38.25
6.72,2.0,48,low,5GHz,-49.15,71.74,484.65
14.4,5.0,27,low,2.4GHz,-67.66,18.41,27.7
47.37,6.0,38,medium,2.4GHz,-91.08,6.82,91.01
15.44,3.0,38,low,2.4GHz,-64.75,13.27,70.65
13.13,6.0,21,medium,2.4GHz,-72.68,16.41,34.2
48.68,1.0,36,low,5GHz,-80.39,21.16,64.7
4.75,2.0,48,low,5GHz,-51.29,68.3,477.55
8.45,6.0,16,low,2.4GHz,-64.31,27.35,16.44
22.2,5.0,3,medium,5GHz,-88.05,20.65,22.26
39.49,2.0,40,low,2.4GHz,-69.53,10.05,90.88
44.28,3.0,16,high,5GHz,-91.61,4.31,42.61
37.9,0.0,33,medium,5GHz,-66.74,48.28,52.49
48.82,5.0,8,medium,2.4GHz,-87.72,2.92,26.99
1.33,0.0,11,medium,5GHz,-24.77,206.41,14.08
31.17,3.0,38,high,2.4GHz,-72.87,10.47,89.52
6.26,3.0,2,low,5GHz,-59.19,266.17,5.0
45.56,4.0,25,low,2.4GHz,-77.74,9.01,35.32
46.8,2.0,38,high,2.4GHz,-77.27,5.56,92.61
15.5,0.0,24,low,2.4GHz,-46.53,37.13,18.93
41.47,4.0,9,medium,2.4GHz,-81.12,13.8,27.4
31.7,6.0,32,high,5GHz,-95.0,6.27,72.55
5.47,4.0,6,high,5GHz,-71.55,57.72,27.4
30.34,0.0,30,medium,2.4GHz,-61.84,17.86,38.77
48.81,0.0,22,low,2.4GHz,-63.26,27.38,23.52
15.75,1.0,28,medium,2.4GHz,-56.43,29.63,33.87
0.56,2.0,47,medium,5GHz,-21.18,108.57,321.64
48.85,0.0,45,low,5GHz,-69.43,38.12,187.43
20.99,6.0,36,medium,2.4GHz,-80.4,8.75,72.45
21.83,5.0,25,high,5GHz,-91.11,3.49,54.92
35.77,5.0,40,medium,2.4GHz,-77.86,10.39,95.28
30.42,6.0,6,low,2.4GHz,-82.31,14.39,16.86
15.45,6.0,14,medium,5GHz,-87.11,12.07,30.74
5.45,1.0,24,low,2.4GHz,-43.1,42.38,22.48
41.45,0.0,42,medium,2.4GHz,-65.22,12.44,118.23
24.43,5.0,20,medium,5GHz,-95.0,6.39,37.76
33.79,6.0,21,medium,5GHz,-95.0,6.64,41.83
43.09,4.0,48,low,2.4GHz,-78.2,8.41,491.97
1.38,6.0,49,low,2.4GHz,-42.41,30.97,500.0
43.04,4.0,2,low,5GHz,-92.35,18.39,20.21
37.71,3.0,29,medium,2.4GHz,-76.91,5.09,46.23
47.37,0.0,35,high,2.4GHz,-71.6,11.22,74.03
12.06,4.0,31,low,2.4GHz,-59.05,18.69,39.04
16.46,2.0,49,medium,2.4GHz,-60.18,19.14,500.0
33.24,1.0,46,medium,2.4GHz,-67.44,11.52,241.62
46.33,6.0,13,medium,2.4GHz,-88.34,0.96,27.94
49.64,4.0,48,high,2.4GHz,-89.54,1.44,500.0
21.13,3.0,22,high,5GHz,-83.3,15.75,48.18
27.19,5.0,1,high,5GHz,-95.0,13.09,39.82
8.94,5.0,19,low,2.4GHz,-63.67,29.24,16.42
34.85,3.0,12,low,5GHz,-80.33,33.87,20.45
41.95,6.0,47,low,5GHz,-95.0,0.5,336.57
40.03,0.0,31,medium,2.4GHz,-67.96,13.55,45.74
17.62,3.0,16,low,5GHz,-74.16,49.01,17.56
48.18,2.0,1,medium,2.4GHz,-75.45,53.46,15.21
6.46,0.0,19,high,2.4GHz,-47.63,22.89,31.55
24.95,5.0,16,medium,2.4GHz,-77.8,11.37,29.97
27.95,0.0,23,medium,5GHz,-64.7,57.43,26.59
27.06,4.0,10,low,5GHz,-86.86,17.64,24.35
38.02,5.0,27,high,5GHz,-95.0,1.96,61.55
30.68,3.0,27,low,2.4GHz,-72.36,17.95,33.3
4.32,1.0,37,low,2.4GHz,-39.86,31.39,59.64
9.4,6.0,30,high,5GHz,-88.66,6.65,64.98
26.85,4.0,37,medium,2.4GHz,-77.0,2.45,73.22
34.88,,10,low,5GHz,-64.11,97.63,10.46
25.95,5.0,7,medium,5GHz,-90.58,15.95,25.92
18.1,1.0,27,medium,2.4GHz,-57.43,20.64,28.41
3.03,4.0,50,high,5GHz,-57.7,37.34,500.0
39.4,1.0,20,medium,2.4GHz,-72.89,9.57,26.67
25.11,4.0,37,low,2.4GHz,-70.69,12.77,66.63
27.17,5.0,50,medium,2.4GHz,-78.28,7.4,500.0
23.71,5.0,5,high,5GHz,-95.0,6.41,38.18
13.63,5.0,4,low,5GHz,-82.27,53.67,17.39
14.18,4.0,34,medium,5GHz,-80.35,17.63,59.83
3.64,5.0,43,low,2.4GHz,-51.67,27.51,129.36
35.53,6.0,34,low,5GHz,-95.0,3.24,63.34
13.96,6.0,50,medium,5GHz,-88.98,0.5,500.0
15.28,5.0,2,medium,2.4GHz,-75.57,36.85,14.74
49.68,3.0,28,medium,5GHz,-90.58,2.36,48.85
19.6,2.0,36,medium,2.4GHz,-67.49,10.48,62.4
25.78,2.0,35,medium,2.4GHz,-62.91,16.64,58.23
19.63,4.0,2,medium,2.4GHz,-69.22,50.74,13.11
14.86,4.0,7,low,2.4GHz,-63.84,43.98,12.4
0.79,2.0,50,low,5GHz,-27.73,110.89,500.0
42.82,2.0,18,low,2.4GHz,-69.08,13.61,21.52
23.92,5.0,10,medium,2.4GHz,-76.63,18.65,22.01
36.13,3.0,10,medium,2.4GHz,-75.38,16.92,20.39
47.95,0.0,9,low,2.4GHz,-64.51,37.81,9.22
0.64,0.0,30,low,2.4GHz,-20.0,57.67,32.89
33.91,2.0,26,medium,5GHz,-79.08,19.62,40.43
6.37,2.0,48,low,2.4GHz,-49.39,25.2,476.56
23.17,5.0,24,low,2.4GHz,-75.67,14.56,31.47
42.42,3.0,2,high,5GHz,-92.82,10.71,36.47
4.04,2.0,27,medium,2.4GHz,-46.72,35.2,33.38
49.49,0.0,25,low,2.4GHz,-66.46,17.7,27.09
29.25,0.0,17,low,2.4GHz,-58.67,32.65,14.21
20.05,6.0,37,low,5GHz,-92.36,3.97,77.3
1.47,6.0,48,high,2.4GHz,-56.72,18.48,496.47
29.55,0.0,22,medium,5GHz,-67.61,51.59,28.21
25.0,3.0,37,medium,2.4GHz,-70.88,11.57,71.2
11.16,6.0,27,low,2.4GHz,-69.43,23.44,33.97
24.78,4.0,37,low,2.4GHz,-68.07,18.04,63.49
1.13,0.0,23,high,5GHz,-26.02,105.69,32.33
49.97,3.0,13,low,2.4GHz,-79.29,12.93,23.96
16.94,6.0,30,low,2.4GHz,-72.41,16.43,42.63
24.27,2.0,20,low,2.4GHz,-64.13,22.38,16.98
39.35,3.0,4,medium,2.4GHz,-74.1,31.79,17.53
35.78,2.0,38,low,2.4GHz,-73.52,15.38,75.7
44.48,1.0,28,low,2.4GHz,-69.33,18.6,31.43
47.1,6.0,31,low,2.4GHz,-85.1,3.07,49.36
9.86,1.0,26,low,2.4GHz,-51.66,,23.92
19.82,4.0,45,high,2.4GHz,-71.72,9.66,204.34
34.5,2.0,10,low,2.4GHz,-70.67,27.58,14.71
2.73,4.0,5,medium,2.4GHz,-44.43,81.6,8.24
35.99,5.0,27,low,2.4GHz,-80.35,6.05,40.04
0.74,3.0,44,medium,5GHz,-30.93,95.64,153.79
45.75,1.0,24,medium,2.4GHz,-72.56,12.34,32.78
36.05,2.0,21,low,5GHz,-78.58,24.67,29.23
28.49,1.0,30,medium,5GHz,-67.96,46.32,44.3
21.73,4.0,18,low,5GHz,-83.17,21.67,27.14
49.41,4.0,29,medium,5GHz,-95.0,6.38,58.2
36.96,1.0,49,medium,2.4GHz,-65.51,15.36,500.0
40.46,4.0,21,low,5GHz,-92.14,8.14,36.17
41.36,3.0,25,low,5GHz,-83.53,17.26,34.71
1.58,2.0,40,low,5GHz,-35.01,106.06,85.12
3.21,6.0,34,low,2.4GHz,-57.87,30.15,46.49
10.32,0.0,18,low,5GHz,-47.61,124.9,15.86
32.93,5.0,27,medium,5GHz,-90.49,12.03,50.98
31.39,3.0,24,medium,5GHz,-81.34,20.02,39.42
16.6,1.0,20,high,2.4GHz,-61.17,19.51,31.22
48.66,1.0,22,low,5GHz,,35.35,26.57
5.11,1.0,1,low,2.4GHz,-42.08,209.06,2.36
38.95,4.0,25,medium,2.4GHz,-77.63,2.62,37.55
24.3,4.0,16,low,5GHz,-85.83,16.24,25.74
21.23,1.0,41,medium,2.4GHz,-66.41,15.39,104.05
1.77,2.0,32,low,2.4GHz,-36.86,45.11,37.27
36.53,6.0,36,low,5GHz,-95.0,5.47,75.9
38.69,4.0,14,low,5GHz,-90.54,8.13,27.66
16.29,4.0,3,low,2.4GHz,-67.68,56.9,7.01
26.09,0.0,20,low,5GHz,-62.49,84.52,19.1
30.52,3.0,25,medium,2.4GHz,-75.01,12.02,35.43
18.7,2.0,22,low,5GHz,-68.37,56.75,24.23
30.97,5.0,7,medium,2.4GHz,-80.89,15.88,22.46
21.99,1.0,11,medium,5GHz,-69.01,66.45,16.27
